backend,render_ms,frame_ms,render_fps,frame_fps
CUDA,1.2442,1.8817,803.729,531.434
CUDA,1.2742,1.938,784.806,515.996
CUDA,1.402,2.188,713.267,457.038
CUDA,1.1522,1.8133,867.905,551.481
CUDA,2.2823,2.9229,438.154,342.126
CUDA,1.4059,2.0928,711.288,477.829
CUDA,1.3809,2.0871,724.165,479.134
CUDA,1.3926,2.0697,718.081,483.162
CUDA,1.3927,2.0655,718.03,484.144
CUDA,1.5266,2.3736,655.05,421.301
CUDA,1.3657,2.2668,732.225,441.151
CUDA,2.1182,3.1855,472.099,313.922
CUDA,1.3086,2.2873,764.175,437.197
CUDA,1.4661,2.1616,682.082,462.62
CUDA,1.275,1.9557,784.314,511.326
CUDA,1.2509,1.975,799.424,506.329
CUDA,1.4421,2.2351,693.433,447.407
CUDA,1.2166,2.11,821.963,473.934
CUDA,2.0964,2.9899,477.008,334.459
CUDA,1.4936,2.2464,669.523,445.157
CUDA,1.4171,2.1543,705.667,464.188
CUDA,1.3971,2.1205,715.768,471.587
CUDA,1.411,2.2107,708.717,452.345
CUDA,1.4035,2.1656,712.504,461.766
CUDA,1.4965,2.3879,668.226,418.778
CUDA,1.5393,2.3495,649.646,425.622
CUDA,1.3227,2.0252,756.029,493.778
CUDA,1.0578,1.7621,945.358,567.505
CUDA,1.3429,2.0327,744.657,491.957
CUDA,1.048,1.6367,954.199,610.986
CUDA,1.0468,1.7834,955.292,560.727
CUDA,1.27,1.9267,787.402,519.022
CUDA,1.3734,2.1557,728.12,463.886
CUDA,1.487,2.2057,672.495,453.371
CUDA,2.2314,2.8847,448.149,346.656
CUDA,1.428,2.1345,700.28,468.494
CUDA,1.3943,2.0778,717.206,481.278
CUDA,1.4069,2.2645,710.783,441.599
CUDA,1.1056,1.9826,904.486,504.388
CUDA,1.286,1.9995,777.605,500.125
CUDA,1.4701,2.3279,680.226,429.572
CUDA,2.0986,2.7153,476.508,368.283
CUDA,1.0756,1.7815,929.714,561.325
CUDA,1.0521,1.6432,950.48,608.569
CUDA,1.0415,1.6416,960.154,609.162
CUDA,1.1147,1.7005,897.102,588.062
CUDA,1.0585,1.6407,944.733,609.496
CUDA,1.0464,1.6257,955.657,615.12
CUDA,1.042,1.7219,959.693,580.754
CUDA,1.0909,1.8418,916.674,542.947
CUDA,0.9924,2.7425,1007.66,364.631
CUDA,1.4435,2.1525,692.761,464.576
CUDA,1.2955,2.155,771.903,464.037
CUDA,1.5702,2.2465,636.862,445.137
CUDA,1.2601,1.9192,793.588,521.05
CUDA,1.2204,1.8744,819.404,533.504
CUDA,1.5035,2.201,665.115,454.339
CUDA,1.3446,2.1291,743.716,469.682
CUDA,2.2832,2.936,437.982,340.599
CUDA,1.4102,2.1059,709.119,474.856
CUDA,1.496,2.4169,668.449,413.753
CUDA,1.3137,2.0213,761.209,494.731
CUDA,1.2983,1.9778,770.238,505.612
CUDA,1.2687,2.0037,788.208,499.077
CUDA,1.3192,2.0589,758.035,485.696
CUDA,1.8962,2.5513,527.371,391.957
CUDA,1.0502,1.6324,952.2,612.595
CUDA,1.0992,1.869,909.753,535.045
CUDA,1.2483,1.8766,801.089,532.879
CUDA,1.4101,2.1161,709.17,472.567
CUDA,1.3674,2.0495,731.315,487.924
CUDA,1.4465,2.1617,691.324,462.599
CUDA,1.2828,1.9957,779.545,501.077
CUDA,1.3913,2.0793,718.752,480.931
CUDA,1.453,2.1458,688.231,466.027
CUDA,1.2937,2.001,772.977,499.75
CUDA,1.2557,1.9333,796.369,517.25
CUDA,1.0541,1.65,948.677,606.061
CUDA,1.0449,1.6192,957.029,617.589
CUDA,1.0592,1.6306,944.109,613.271
CUDA,1.0391,1.6223,962.371,616.409
CUDA,1.0445,1.6141,957.396,619.54
CUDA,0.8657,2.9458,1155.13,339.466
CUDA,1.5082,2.2428,663.042,445.871
CUDA,1.3988,2.0967,714.898,476.94
CUDA,1.3956,2.0941,716.538,477.532
CUDA,1.4257,2.1234,701.41,470.943
CUDA,1.2509,1.9136,799.424,522.575
CUDA,1.0411,1.7369,960.523,575.738
CUDA,1.0526,1.691,950.029,591.366
CUDA,0.8833,2.7031,1132.12,369.946
CUDA,1.4333,2.3193,697.691,431.165
CUDA,1.2788,1.9492,781.983,513.031
CUDA,1.3943,2.0965,717.206,476.985
CUDA,1.3978,2.1449,715.41,466.222
CUDA,1.4201,2.1264,704.176,470.278
CUDA,1.2471,1.9693,801.86,507.795
CUDA,1.0498,3.2553,952.562,307.191
CUDA,1.3678,2.1188,731.101,471.965
CUDA,1.3984,2.0917,715.103,478.08
CUDA,1.2306,1.9088,812.612,523.889
CUDA,1.0512,1.644,951.294,608.273
CUDA,1.0435,1.6268,958.313,614.704
CUDA,1.046,1.6245,956.023,615.574
CUDA,1.0429,1.6512,958.865,605.62
CUDA,1.1461,1.8412,872.524,543.124
CUDA,1.9452,2.6713,514.086,374.35
CUDA,1.4119,2.0947,708.265,477.395
CUDA,1.385,2.0631,722.022,484.707
CUDA,1.3841,2.0623,722.491,484.896
CUDA,1.3929,2.0616,717.927,485.06
CUDA,1.2435,1.953,804.182,512.033
CUDA,1.4562,2.3238,686.719,430.33
CUDA,1.3963,2.1252,716.178,470.544
CUDA,2.1884,3.3082,456.955,302.279
CUDA,1.2977,2.0688,770.594,483.372
CUDA,1.4611,2.1471,684.416,465.745
CUDA,1.2884,1.9422,776.156,514.88
CUDA,1.278,1.9298,782.473,518.188
CUDA,1.3968,2.1857,715.922,457.519
CUDA,1.3082,2.0056,764.409,498.604
CUDA,1.8877,2.5568,529.745,391.114
CUDA,1.2593,1.9223,794.092,520.21
CUDA,1.2294,1.8785,813.405,532.34
CUDA,1.2397,1.8899,806.647,529.129
CUDA,1.2455,1.8757,802.89,533.134
CUDA,1.2467,2.0027,802.118,499.326
CUDA,1.3415,2.0688,745.434,483.372
CUDA,1.2688,1.9531,788.146,512.007
CUDA,1.2535,1.9069,797.766,524.411
CUDA,0.9814,1.5992,1018.95,625.313
CUDA,1.0492,1.6279,953.107,614.288
CUDA,1.0432,1.6166,958.589,618.582
CUDA,1.1668,1.7969,857.045,556.514
CUDA,1.41,2.104,709.22,475.285
CUDA,1.5888,2.2709,629.406,440.354
CUDA,1.0418,1.6566,959.877,603.646
CUDA,1.2994,1.9674,769.586,508.285
CUDA,1.2569,1.9013,795.608,525.956
CUDA,0.9987,1.5893,1001.3,629.208
CUDA,1.0712,1.6575,933.532,603.318
CUDA,1.0718,1.6419,933.01,609.05
CUDA,1.0427,1.6148,959.049,619.272
CUDA,1.0416,1.6226,960.061,616.295
CUDA,1.3135,1.974,761.325,506.586
CUDA,1.4077,2.1427,710.379,466.701
CUDA,1.3877,2.0903,720.617,478.4
CUDA,1.3786,2.0669,725.374,483.816
CUDA,1.9008,2.6004,526.094,384.556
CUDA,1.3834,2.0662,722.857,483.98
CUDA,1.3875,2.0882,720.721,478.881
CUDA,1.3694,2.5249,730.247,396.055
CUDA,1.2941,2.0158,772.738,496.081
CUDA,1.3308,2.071,751.428,482.859
CUDA,1.2506,1.9547,799.616,511.587
CUDA,0.8918,2.265,1121.33,441.501
CUDA,1.5176,2.2855,658.935,437.541
CUDA,1.5256,2.3361,655.48,428.064
CUDA,1.2338,2.0036,810.504,499.102
CUDA,1.0912,126.229,916.422,7.9221
CUDA,1.3847,2.1757,722.178,459.622
CUDA,1.3895,2.0897,719.683,478.538
CUDA,1.4095,2.1147,709.471,472.88
CUDA,1.3927,2.1386,718.03,467.596
CUDA,1.3813,2.07,723.956,483.092
CUDA,1.3733,2.2808,728.173,438.443
CUDA,1.4697,2.4165,680.411,413.822
CUDA,2.0381,2.8996,490.653,344.875
CUDA,1.271,1.921,786.782,520.562
CUDA,1.2312,1.8841,812.216,530.757
CUDA,1.4182,2.118,705.119,472.144
CUDA,1.4086,2.103,709.925,475.511
CUDA,1.397,2.0931,715.82,477.76
CUDA,1.5039,2.5441,664.938,393.066
CUDA,1.2267,1.8978,815.195,526.926
CUDA,1.2965,1.999,771.307,500.25
CUDA,1.2662,1.9201,789.765,520.806
CUDA,1.0465,1.644,955.566,608.273
CUDA,1.2629,1.9267,791.828,519.022
CUDA,1.0447,1.622,957.213,616.523
CUDA,1.0391,1.6147,962.371,619.31
CUDA,1.1935,1.8386,837.872,543.892
CUDA,1.5745,2.4788,635.122,403.421
CUDA,2.0529,2.9805,487.116,335.514
CUDA,1.2665,2.2312,789.578,448.189
CUDA,1.4161,2.2237,706.165,449.701
CUDA,1.3061,2.036,765.638,491.159
CUDA,1.2747,1.9713,784.498,507.279
CUDA,1.347,2.0706,742.391,482.952
CUDA,1.1387,4.5192,878.194,221.278
CUDA,1.4157,2.2612,706.364,442.243
CUDA,1.4367,2.1951,696.04,455.56
CUDA,1.495,2.2674,668.896,441.034
CUDA,1.4543,2.192,687.616,456.204
CUDA,1.3764,2.1491,726.533,465.311
CUDA,1.5993,2.3725,625.274,421.496
CUDA,1.6845,2.5077,593.648,398.772
CUDA,1.8641,2.6269,536.452,380.677
CUDA,1.4131,2.1316,707.664,469.131
CUDA,1.4065,2.108,710.985,474.383
CUDA,1.5556,2.2873,642.839,437.197
CUDA,1.3948,2.0902,716.949,478.423
CUDA,1.5177,2.2362,658.892,447.187
CUDA,1.3754,2.0599,727.061,485.46
CUDA,2.2153,2.8626,451.406,349.333
CUDA,1.3963,2.0898,716.178,478.515
CUDA,1.4022,2.0909,713.165,478.263
CUDA,1.5918,2.36,628.22,423.729
CUDA,1.5061,2.3138,663.967,432.189
CUDA,1.4065,2.1891,710.985,456.809
CUDA,1.4223,2.1349,703.087,468.406
CUDA,2.1612,2.8653,462.706,349.004
CUDA,1.4134,2.1148,707.514,472.858
CUDA,1.3996,2.1025,714.49,475.624
CUDA,1.4415,2.148,693.722,465.549
CUDA,1.2512,1.9452,799.233,514.086
CUDA,1.0503,1.6502,952.109,605.987
CUDA,1.5471,2.2664,646.371,441.228
CUDA,1.4968,2.2536,668.092,443.734
CUDA,2.1048,2.727,475.105,366.703
CUDA,1.0526,1.6838,950.029,593.895
CUDA,1.2929,1.9519,773.455,512.321
CUDA,1.2642,1.9251,791.014,519.454
CUDA,1.2419,1.882,805.218,531.35
CUDA,1.2315,1.8728,812.018,533.96
CUDA,1.2328,1.9395,811.162,515.597
CUDA,1.283,1.9639,779.423,509.191
CUDA,1.9735,2.5655,506.714,389.788
CUDA,1.262,2.0936,792.393,477.646
CUDA,1.4173,2.4359,705.567,410.526
CUDA,1.2299,1.9376,813.074,516.102
CUDA,1.2709,1.9421,786.844,514.907
CUDA,1.2576,1.9211,795.165,520.535
CUDA,1.0742,1.8038,930.925,554.385
CUDA,1.6612,2.5839,601.974,387.012
CUDA,1.638,2.5901,610.501,386.085
CUDA,1.5175,2.4192,658.979,413.36
CUDA,1.2467,1.9639,802.118,509.191
CUDA,1.2564,1.9599,795.925,510.23
CUDA,1.2452,1.9019,803.084,525.79
CUDA,1.2487,1.8916,800.833,528.653
CUDA,1.3533,2.0961,738.935,477.076
CUDA,1.2605,1.9055,793.336,524.797
CUDA,1.8791,2.6137,532.17,382.599
CUDA,1.1101,1.7284,900.82,578.57
CUDA,1.0635,1.6715,940.292,598.265
CUDA,1.2522,1.9088,798.594,523.889
CUDA,1.0538,1.6399,948.947,609.793
CUDA,1.0426,1.6221,959.141,616.485
CUDA,1.1153,1.7727,896.62,564.111
CUDA,1.314,2.0909,761.035,478.263
CUDA,2.0455,2.859,488.878,349.773
CUDA,1.0491,1.6637,953.198,601.07
CUDA,1.0451,1.6214,956.846,616.751
CUDA,1.0687,1.7465,935.716,572.574
CUDA,1.0505,1.6384,951.928,610.352
CUDA,1.0419,1.6148,959.785,619.272
CUDA,1.0462,1.6248,955.84,615.46
CUDA,1.041,1.608,960.615,621.891
CUDA,1.2706,1.9005,787.03,526.177
CUDA,0.8708,2.7613,1148.37,362.148
CUDA,1.2964,1.9817,771.367,504.617
CUDA,1.0439,1.6393,957.946,610.016
CUDA,1.0447,1.6222,957.213,616.447
CUDA,1.0394,1.623,962.094,616.143
CUDA,1.0443,1.6362,957.579,611.172
CUDA,1.0424,1.6138,959.325,619.656
CUDA,1.0426,1.6519,959.141,605.364
CUDA,1.0515,1.6337,951.022,612.107
CUDA,0.9208,3.0832,1086.01,324.338
CUDA,1.0724,1.7005,932.488,588.062
CUDA,1.0595,1.6554,943.841,604.084
CUDA,1.0568,1.7491,946.253,571.723
CUDA,1.0469,1.6346,955.201,611.77
CUDA,1.0441,1.6229,957.763,616.181
CUDA,1.0427,1.6547,959.049,604.339
CUDA,1.0432,1.6175,958.589,618.238
CUDA,1.1866,1.8322,842.744,545.792
CUDA,0.8838,3.0551,1131.48,327.322
CUDA,1.2392,1.8719,806.972,534.217
CUDA,1.4135,2.1017,707.464,475.805
CUDA,1.4121,2.111,708.165,473.709
CUDA,1.389,2.0776,719.942,481.325
CUDA,1.4249,2.103,701.804,475.511
CUDA,1.7084,2.4649,585.343,405.696
CUDA,1.3719,2.1205,728.916,471.587
CUDA,2.3241,2.9513,430.274,338.834
CUDA,1.28,1.9321,781.25,517.572
CUDA,1.2596,1.9068,793.903,524.439
CUDA,1.0408,1.6221,960.799,616.485
CUDA,1.0431,1.6406,958.681,609.533
CUDA,1.1283,1.7553,886.289,569.703
CUDA,1.0668,1.6579,937.383,603.173
CUDA,1.0496,1.6675,952.744,599.7
CUDA,0.8946,2.9909,1117.82,334.348
CUDA,1.2309,1.8957,812.414,527.51
CUDA,1.2439,1.8977,803.923,526.954
CUDA,1.2477,1.8855,801.475,530.363
CUDA,1.2539,1.8794,797.512,532.085
CUDA,1.2372,2.1446,808.277,466.287
CUDA,1.4323,2.1879,698.178,457.059
CUDA,1.3045,2.0107,766.577,497.339
CUDA,0.898,2.647,1113.59,377.786
CUDA,1.3995,2.0968,714.541,476.917
CUDA,1.3554,2.0362,737.79,491.111
CUDA,1.3932,2.0817,717.772,480.377
CUDA,1.526,2.2197,655.308,450.511
CUDA,1.2722,1.938,786.04,515.996
CUDA,1.301,1.9787,768.64,505.382
CUDA,1.276,1.9382,783.699,515.943
CUDA,1.9769,2.6233,505.842,381.199
CUDA,1.2928,1.9521,773.515,512.269
CUDA,1.2269,1.8999,815.062,526.344
CUDA,1.2848,1.937,778.331,516.262
CUDA,1.4183,2.1786,705.069,459.01
CUDA,1.3469,2.0922,742.446,477.966
CUDA,1.662,2.4026,601.685,416.216
CUDA,1.2527,1.9615,798.276,509.814
CUDA,2.0708,2.7373,482.905,365.323
CUDA,1.0615,1.659,942.063,602.773
CUDA,1.0536,1.6465,949.127,607.349
CUDA,1.1247,1.7463,889.126,572.639
CUDA,1.0355,1.6695,965.717,598.982
CUDA,1.0517,1.6664,950.841,600.096
CUDA,1.048,1.657,954.199,603.5
CUDA,1.0642,1.6627,939.673,601.431
CUDA,1.8898,3.621,529.157,276.167
CUDA,1.0479,1.6617,954.29,601.793
CUDA,1.255,1.9034,796.813,525.376
CUDA,1.2044,1.8876,830.289,529.773
CUDA,1.1031,1.8474,906.536,541.301
CUDA,1.3047,2.0298,766.46,492.659
CUDA,1.2969,1.9818,771.069,504.592
CUDA,1.272,1.9406,786.164,515.305
CUDA,1.0523,1.6373,950.299,610.762
CUDA,2.0655,2.6542,484.144,376.761
CUDA,1.2277,1.874,814.531,533.618
CUDA,1.458,2.1305,685.871,469.373
CUDA,1.2957,2.0193,771.784,495.221
CUDA,1.4823,2.1915,674.627,456.308
CUDA,1.3811,2.0772,724.06,481.417
CUDA,1.3713,2.0629,729.235,484.754
CUDA,1.3828,2.0563,723.17,486.31
CUDA,1.8948,2.6653,527.76,375.192
CUDA,1.5382,2.3347,650.111,428.321
CUDA,1.3117,1.9938,762.369,501.555
CUDA,1.2763,1.956,783.515,511.247
CUDA,1.0497,1.6622,952.653,601.612
CUDA,1.0453,1.6537,956.663,604.705
CUDA,1.0539,1.6714,948.857,598.301
CUDA,0.8888,3.6713,1125.11,272.383
CUDA,1.571,2.2611,636.537,442.263
CUDA,1.3699,2.0866,729.98,479.249
CUDA,1.2941,1.9518,772.738,512.348
CUDA,1.3117,2.0756,762.369,481.788
CUDA,1.2443,1.9625,803.665,509.554
CUDA,1.2442,1.9474,803.729,513.505
CUDA,1.0536,1.7676,949.127,565.739
CUDA,1.9278,2.7724,518.726,360.698
CUDA,1.2689,1.9479,788.084,513.373
CUDA,1.2463,1.9143,802.375,522.384
CUDA,1.2426,1.9056,804.764,524.769
CUDA,1.2803,1.9339,781.067,517.09
CUDA,1.2367,1.8776,808.604,532.595
CUDA,1.2991,2.0177,769.764,495.614
CUDA,1.2792,1.9575,781.739,510.856
CUDA,2.1673,2.9268,461.404,341.67
CUDA,1.2699,2.1288,787.464,469.748
CUDA,1.4529,2.3296,688.279,429.258
CUDA,1.6756,2.6421,596.801,378.487
CUDA,1.1511,1.8614,868.734,537.23
CUDA,1.2836,1.997,779.059,500.751
CUDA,1.0788,1.6912,926.956,591.296
CUDA,1.0351,3.4434,966.09,290.411
CUDA,1.0763,1.7028,929.109,587.268
CUDA,1.0504,1.6408,952.018,609.459
CUDA,1.2495,1.8854,800.32,530.391
CUDA,1.2275,1.8688,814.664,535.103
CUDA,1.2421,1.8816,805.088,531.463
CUDA,1.2554,1.883,796.559,531.067
CUDA,1.2532,1.8885,797.957,529.521
CUDA,1.3106,1.9812,763.009,504.745
CUDA,2.0691,2.6866,483.302,372.218
CUDA,1.0456,1.6359,956.389,611.284
CUDA,1.0459,1.6345,956.114,611.808
CUDA,1.0588,1.6413,944.465,609.273
CUDA,1.0419,1.6192,959.785,617.589
CUDA,1.0705,1.7125,934.143,583.942
CUDA,1.046,1.6336,956.023,612.145
CUDA,1.1687,1.7943,855.652,557.32
CUDA,1.1406,1.8499,876.732,540.57
CUDA,0.9657,2.1519,1035.52,464.706
CUDA,1.4527,2.17,688.373,460.829
CUDA,1.4254,2.1187,701.557,471.988
CUDA,1.4192,2.1061,704.622,474.811
CUDA,1.3891,2.0741,719.891,482.137
CUDA,1.3897,2.0793,719.58,480.931
CUDA,1.5427,2.2302,648.214,448.39
CUDA,1.2277,1.9104,814.531,523.451
CUDA,0.8841,1.8126,1131.09,551.694
CUDA,1.4304,2.1497,699.105,465.181
CUDA,1.4136,2.1374,707.414,467.858
CUDA,1.4321,2.1419,698.275,466.875
CUDA,1.4131,2.1129,707.664,473.283
CUDA,1.4912,2.2,670.601,454.545
CUDA,1.4848,2.1733,673.491,460.13
CUDA,1.4233,2.3836,702.593,419.533
CUDA,1.9154,2.7468,522.084,364.06
CUDA,1.4179,2.1351,705.268,468.362
CUDA,1.4131,2.1191,707.664,471.898
CUDA,1.3996,2.1049,714.49,475.082
CUDA,1.424,2.1251,702.247,470.566
CUDA,1.2623,1.97,792.205,507.614
CUDA,1.2513,1.9318,799.169,517.652
CUDA,1.921,2.6105,520.562,383.068
CUDA,1.4109,2.1745,708.767,459.876
CUDA,1.4025,2.1318,713.013,469.087
CUDA,1.389,2.0733,719.942,482.323
CUDA,1.5109,2.3588,661.857,423.944
CUDA,1.3532,2.2103,738.989,452.427
CUDA,1.4133,2.2442,707.564,445.593
CUDA,1.3256,2.18,754.375,458.716
CUDA,1.7615,2.4474,567.698,408.597
CUDA,1.049,1.6427,953.289,608.754
CUDA,1.0577,1.7402,945.448,574.647
CUDA,1.0682,1.8376,936.154,544.188
CUDA,1.0488,1.6514,953.471,605.547
CUDA,1.2628,1.9137,791.891,522.548
CUDA,1.0994,1.7269,909.587,579.072
CUDA,1.2362,1.9543,808.931,511.692
CUDA,1.4405,2.1608,694.203,462.792
CUDA,1.0619,1.691,941.708,591.366
CUDA,1.0618,1.6745,941.797,597.193
CUDA,1.0486,1.6336,953.653,612.145
CUDA,1.0421,1.7568,959.601,569.217
CUDA,1.2528,1.945,798.212,514.139
CUDA,1.1661,1.9205,857.559,520.698
CUDA,1.3846,2.2777,722.23,439.039
CUDA,1.5607,2.5135,640.738,397.852
CUDA,2.1304,2.825,469.395,353.982
CUDA,1.3122,2.0063,762.079,498.43
CUDA,1.2789,1.9695,781.922,507.743
CUDA,1.3286,2.0345,752.672,491.521
CUDA,1.2835,2.0045,779.12,498.878
CUDA,1.2912,2.0522,774.473,487.282
CUDA,1.3228,2.1983,755.972,454.897
CUDA,1.066,1.6989,938.086,588.616
CUDA,0.9473,1.588,1055.63,629.723
CUDA,1.0775,1.7523,928.074,570.679
CUDA,1.0603,1.6699,943.129,598.838
CUDA,1.2365,1.9584,808.734,510.621
CUDA,1.4539,2.1781,687.805,459.116
CUDA,1.4125,2.1485,707.965,465.441
CUDA,1.4264,2.2326,701.066,447.908
CUDA,1.4297,2.1251,699.447,470.566
CUDA,2.1622,3.1165,462.492,320.873
CUDA,1.3539,2.1889,738.607,456.85
CUDA,1.3628,2.0693,733.783,483.255
CUDA,1.274,2.0391,784.929,490.412
CUDA,1.3135,2.0281,761.325,493.072
CUDA,1.3101,2.0312,763.301,492.32
CUDA,1.3239,2.0321,755.344,492.102
CUDA,1.25,1.95,800,512.821
CUDA,1.8627,2.5676,536.855,389.469
CUDA,1.3513,2.1116,740.028,473.575
CUDA,1.2808,2.1199,780.762,471.72
CUDA,1.3679,2.1717,731.048,460.469
CUDA,1.4294,2.323,699.594,430.478
CUDA,1.4443,2.2829,692.377,438.039
CUDA,1.3123,2.1803,762.021,458.652
CUDA,2.074,2.6886,482.16,371.941
CUDA,1.2235,1.9844,817.327,503.931
CUDA,1.4945,2.1889,669.12,456.85
CUDA,1.3054,1.9977,766.049,500.576
CUDA,1.2586,1.9195,794.534,520.969
CUDA,1.277,1.9254,783.085,519.373
CUDA,1.0601,1.6846,943.307,593.613
CUDA,1.0675,1.7513,936.768,571.004
CUDA,0.8953,2.2489,1116.94,444.662
CUDA,1.2698,1.9442,787.526,514.35
CUDA,1.2658,1.9258,790.014,519.265
CUDA,1.2419,1.8867,805.218,530.026
CUDA,1.2415,1.8948,805.477,527.76
CUDA,1.2553,1.9037,796.622,525.293
CUDA,1.2505,1.901,799.68,526.039
CUDA,1.2398,1.8837,806.582,530.87
CUDA,1.2387,1.866,807.298,535.906
CUDA,1.943,2.602,514.668,384.32
CUDA,1.0513,1.6872,951.203,592.698
CUDA,1.0469,1.6321,955.201,612.708
CUDA,1.0547,1.639,948.137,610.128
CUDA,1.0406,1.6239,960.984,615.801
CUDA,1.0419,1.6203,959.785,617.17
CUDA,1.0433,1.6459,958.497,607.57
CUDA,1.0448,1.6397,957.121,609.868
CUDA,1.0439,1.6148,957.946,619.272
CUDA,1.1956,2.1012,836.4,475.919
CUDA,1.2807,1.9472,780.823,513.558
CUDA,1.2905,1.9387,774.893,515.81
CUDA,1.2576,1.9083,795.165,524.027
CUDA,1.2363,1.8759,808.865,533.077
CUDA,1.2413,1.8795,805.607,532.056
CUDA,1.2361,1.8712,808.996,534.416
CUDA,1.2892,1.9286,775.675,518.511
CUDA,1.4773,2.2091,676.911,452.673
CUDA,1.8121,2.506,551.846,399.042
CUDA,1.3901,2.0835,719.373,479.962
CUDA,1.39,2.0765,719.424,481.58
CUDA,1.3676,2.0428,731.208,489.524
CUDA,1.3846,2.0626,722.23,484.825
CUDA,1.0434,1.658,958.405,603.136
CUDA,1.0607,1.8599,942.774,537.663
CUDA,0.9184,3.2406,1088.85,308.585
CUDA,1.14,1.9301,877.193,518.108
CUDA,1.0473,1.6937,954.836,590.423
CUDA,1.049,1.6308,953.289,613.196
CUDA,1.0434,1.6434,958.405,608.495
CUDA,1.0493,1.6377,953.016,610.612
CUDA,1.0447,1.6123,957.213,620.232
CUDA,1.0482,1.6628,954.016,601.395
CUDA,1.4025,2.1315,713.013,469.153
CUDA,1.9079,2.5693,524.136,389.211
CUDA,1.2577,1.9036,795.102,525.32
CUDA,1.2395,1.8721,806.777,534.159
CUDA,1.2442,1.8716,803.729,534.302
CUDA,1.2407,1.8614,805.997,537.23
CUDA,1.2352,1.8614,809.586,537.23
CUDA,1.225,2.0977,816.327,476.713
CUDA,1.3204,2.1967,757.346,455.228
CUDA,1.3192,2.1685,758.035,461.148
CUDA,1.4825,2.154,674.536,464.253
CUDA,1.2661,1.9237,789.827,519.832
CUDA,1.0732,1.6662,931.793,600.168
CUDA,1.0453,1.6291,956.663,613.836
CUDA,1.073,1.7468,931.966,572.475
CUDA,1.0435,1.9137,958.313,522.548
CUDA,1.0815,1.7711,924.642,564.621
CUDA,1.32,2.0033,757.576,499.176
CUDA,1.8918,2.5185,528.597,397.062
CUDA,1.0453,1.6279,956.663,614.288
CUDA,1.0801,1.7168,925.84,582.479
CUDA,1.5134,2.2244,660.764,449.559
CUDA,1.2142,2.1617,823.588,462.599
CUDA,1.7232,2.648,580.316,377.644
CUDA,1.5552,2.2815,643.004,438.308
CUDA,1.2679,1.9469,788.706,513.637
CUDA,2.083,2.7023,480.077,370.055
CUDA,1.049,1.6443,953.289,608.162
CUDA,1.0429,1.6872,958.865,592.698
CUDA,1.0823,1.7504,923.958,571.298
CUDA,1.4318,2.1028,698.422,475.556
CUDA,1.2572,2.0709,795.418,482.882
CUDA,1.2954,2.0119,771.962,497.043
CUDA,1.086,1.6919,920.81,591.052
CUDA,0.8798,2.4262,1136.62,412.167
CUDA,1.4079,2.1154,710.278,472.724
CUDA,1.3781,2.0752,725.637,481.881
CUDA,1.3791,2.1963,725.111,455.311
CUDA,1.3345,2.0001,749.344,499.975
CUDA,1.2204,1.9105,819.404,523.423
CUDA,1.2679,1.9318,788.706,517.652
CUDA,1.0582,1.6444,945.001,608.125
CUDA,0.8923,2.5708,1120.7,388.984
CUDA,1.4466,2.184,691.276,457.875
CUDA,1.2845,1.9566,778.513,511.091
CUDA,1.2809,1.9303,780.701,518.054
CUDA,1.2765,2.0309,783.392,492.393
CUDA,1.2023,1.8889,831.739,529.409
CUDA,1.3934,2.0702,717.669,483.045
CUDA,1.0484,1.6334,953.834,612.22
CUDA,0.8866,2.8261,1127.9,353.845
CUDA,1.3949,2.0962,716.897,477.054
CUDA,1.5071,2.2743,663.526,439.696
CUDA,1.3987,2.0951,714.95,477.304
CUDA,1.3967,2.076,715.973,481.696
CUDA,1.3947,2.0679,717,483.582
CUDA,1.4722,2.1515,679.255,464.792
CUDA,1.3841,2.1112,722.491,473.664
CUDA,2.1853,2.7999,457.603,357.156
CUDA,1.4145,2.4811,706.964,403.047
CUDA,1.4075,2.1318,710.48,469.087
CUDA,1.4149,2.1158,706.764,472.634
CUDA,1.4325,2.1294,698.08,469.616
CUDA,1.4132,2.1675,707.614,461.361
CUDA,1.3884,2.0707,720.254,482.928
CUDA,2.0777,2.7824,481.301,359.402
CUDA,1.3988,2.327,714.898,429.738
CUDA,1.4344,2.1878,697.156,457.08
CUDA,1.2743,2.0852,784.745,479.57
CUDA,1.2667,1.9316,789.453,517.706
CUDA,1.2619,1.9671,792.456,508.363
CUDA,1.3352,2.0082,748.951,497.958
CUDA,1.2588,1.9147,794.407,522.275
CUDA,2.0608,2.6549,485.248,376.662
CUDA,1.5096,2.4553,662.427,407.282
CUDA,1.3808,2.1369,724.218,467.968
CUDA,1.2907,1.9707,774.773,507.434
CUDA,1.2583,1.9469,794.723,513.637
CUDA,1.0456,1.6344,956.389,611.845
CUDA,1.0922,1.7193,915.583,581.632
CUDA,2.0912,3.3786,478.194,295.981
CUDA,1.637,2.328,610.874,429.553
CUDA,1.0757,1.7887,929.627,559.065
CUDA,1.3032,1.9655,767.342,508.776
CUDA,1.2451,1.934,803.148,517.063
CUDA,1.2587,1.9043,794.47,525.127
CUDA,1.2445,1.8768,803.536,532.822
CUDA,1.2279,1.8717,814.399,534.274
CUDA,1.2261,1.861,815.594,537.346
CUDA,1.8124,2.5215,551.755,396.589
CUDA,1.4519,2.1259,688.753,470.389
CUDA,1.3295,1.9794,752.162,505.204
